evid,station,network,channel,epi_dist,hypo_dist,ptrv,strv,mw_td,fc_td
20220208065713,HTDA,KS,HG,78.431404,79.06633386756606,13.833098,23.383099,2.959245982151275,4.511393441761839
20220208065713,BGDB,KS,HH,87.49973,88.06930946720203,15.288402,26.038403,2.971463113901935,4.737528693996604
20220208065713,IJDB,KS,HH,91.729706,92.27317556088268,15.618402,26.608402,2.971463113901935,3.807074891919232
20220208065713,AMD,KS,HH,93.42057,93.95425998280564,15.588402,26.858402,2.989788811527923,8.326257015253473
20220210082034,HMPA,KS,HG,16.687922,19.45473527943209,5.353098,8.203098,2.467506429187232,10.009594708655102
20220210082034,JAGA,KS,HG,20.343103,22.668080119447225,5.853098,9.083098,2.5285920879405293,6.986048078828273
20220210082034,SMWA,KS,HG,26.394703,28.22552642166043,6.603098,10.333098,2.666034820135448,3.6149374860198096
20220210082034,IBA,KG,HG,29.601196,31.24469269721832,7.098394,11.208394,2.546917785566519,7.906043210907698
20220210082034,MANA,KS,HG,35.262646,36.6531606178168,7.793098,12.413098,2.2048380965480536,12.45595200876762
20220210082034,NAJA,KS,HG,36.361935,37.71193832665932,8.003098,12.833098,2.2231637941740434,15.589648318530395
20220210082034,JEU2,KS,EL,38.219337,39.50592052008962,8.268402,13.168402,2.3728236581196214,65.51285568595509
20220210082034,KWJ2,KS,HH,39.25618,40.50984637395353,8.438402,13.518402,2.571352049067837,15.998587196060573
20220210082034,KWJU,KS,HH,39.264576,40.51798273830198,8.438402,13.518402,2.2475980576753614,32.374575428176435
20220210082034,SIJA,KS,HG,43.77831,44.905905261755365,9.033098,14.563098,2.360606526368961,10.096362411215235
20220210082034,SMKB,KS,HH,44.386547,45.49907210537981,9.238402,14.848402,2.534700653815859,10.33143782283678
20220210082034,MUN,KG,EL,44.694218,45.79926958146496,9.178394,14.818394,2.455289297436572,7.25228399004617
20220210082034,HWSB,KG,HH,44.74864,45.8523785266909,9.338394,14.988394,2.299520867615664,10.481131341546853
20220210082034,WID,KG,EL,44.754326,45.857929344691335,9.32839,14.88839,2.540809219691189,7.906043210907698
20220210082034,PUAA,KS,HG,50.111687,51.099717656506826,10.098402,16.338402,2.3300636969923136,9.72571859056158
20220210082034,TAIA,KS,HG,50.635777,51.6137759107066,10.173098,16.603098,2.553026351441849,7.066908816721497
20220210082034,SUCA,KS,HG,50.733463,51.70961513228702,9.988402,16.338402,2.430855033935254,8.895857928850951
20220210082034,AMD,KS,HH,51.25409,52.22051010530608,10.158402,16.548403,2.62327485900814,16.704128545032738
20220210082034,IJDB,KS,HH,52.11894,53.06961225355448,10.258402,16.678402,2.1040467596051133,11.10191124307683
20220210082034,MOPB,KS,HH,55.84587,56.73412821737456,10.908402,17.698402,2.7546090253277296,2.559547922699536
20220210082034,CGPA,KS,HG,57.521393,58.38416422467133,11.253098,18.513098,2.3972579216209398,7.906043210907698
20220210082034,GKSA,KS,HG,58.17027,59.02355628883215,11.313098,18.473099,2.6171662931328097,4.396077998744133
20220210082034,YOA,KS,EL,59.733864,60.56512600604947,11.448402,18.778402,2.443072165685914,28.11768697974231
